group,year,#wounded,#killed,#killed_civilian,#killed_political,#killed_security,country,city,location,latitude,longtitude,target_desc,target_type
Unknown Group,2004,0.5,3,3,0,0,Iraq,Mosul,State Government Central Mosul,36.33,43.11,Governorate Building possibly Gov. Duraid Kashmula,Political
Al-Qaeda in Iraq,2004,24,12,0,0,12,Iraq,Mosul,Karama Neighborhood,36.33,43.11,Patriotic Union of Kurdistan (PUK) Convoy,Political
Unknown Group,2004,31,9.5,0,0,9.5,Iraq,Mosul,City center near the town hall,36.33,43.11,Convoy of Iraqi Government Officials,Political
Unknown Group,2004,1.5,0,0,0,0,Iraq,Mosul,inside Mosul government compound,36.33,43.11,Convoy Carrying Iraqi General Motaz Faqaa [survived],Security
Unknown Group,2004,4,1,0,0,1,Iraq,Mosul,Al-Qahera District,36.33,43.11,US military convoy,Security
Jaish Ansar al-Sunnah,2004,0,2,0,0,2,Iraq,Mosul,Occurred at same time as attack on Police Station and Hospital,36.33,43.11,Iraqi Police Academy,Security
Jama'at Al-Tawhid Wa'al-Jihad,2004,0,2,0,0,2,Iraq,Mosul,Occurred at same time as attack on Police Station and Hospital,36.33,43.11,Iraqi Police Academy,Security
Unknown Group,2004,22.5,2.5,2,0,0.5,Iraq,Mosul,Yarmouk District,36.33,43.11,US military convoy,Security
Unknown Group,2004,42.5,4,0,0,4,Iraq,Mosul,Iraqi Police station,36.33,43.11,Iraqi Police station,Security
Ansar al-Sunna,2004,47.5,10,0,0,10,Iraq,Mosul,Police Headquarters,36.33,43.11,Iraqi Police station,Security
Jaish Ansar al-Sunnah,2004,34,12,0,0,12,Iraq,Mosul,Occurred at same time as attack on Police Academy and Hospital,36.33,43.11,Al-Wakas Iraqi Police station,Security
Jama'at Al-Tawhid Wa'al-Jihad,2004,34,12,0,0,12,Iraq,Mosul,Occurred at same time as attack on Police Academy and Hospital,36.33,43.11,Al-Wakas Iraqi Police station,Security
Ansar al-Sunna,2004,62.5,22,0,0,22,Iraq,Mosul,U.S. Forward Operating Base Marez,36.33,43.11,Dining facility for US soldiers,Security
Jama'at Al-Tawhid Wa'al-Jihad,2004,195,56,-1,-1,-1,Iraq,Mosul,An Hour After the Simultaneous Attacks in Mosul,36.33,43.11,Iraqi Police station,Security
Jaish Ansar al-Sunnah,2004,195,56,-1,-1,-1,Iraq,Mosul,An Hour After the Simultaneous Attacks in Mosul,36.33,43.11,Iraqi Police station,Security
Hamas,2004,50,8,8,0,0,Israel,Beersheba,Public Bus #6,31.25181,34.7913,Israeli civilians,Civilian
Hamas,2004,50,8,8,0,0,Israel,Beersheba,Public Bus #12,31.25181,34.7913,Israeli civilians,Civilian
Al-Aqsa Martyrs Brigade,2004,54.5,8,8,0,0,Israel,Jerusalem (West),Intersection of Emek Rafaim and King David streets near Liberty Bell Park,31.78199,35.21961,Public Bus #14 transporting Israeli civilians,Civilian
Al-Aqsa Martyrs Brigade,2004,47,10.5,10.5,0,0,Israel,Jerusalem (West),outside the official residence of Prime Minister Ariel Sharon,31.78199,35.21961,Public Bus #19 transporting Israeli civilians,Civilian
Al-Aqsa Martyrs Brigade,2004,16.5,2,0,0,0,Israel,Jerusalem (West),French Hill,31.78199,35.21961,Israeli Border Policemen,Security
Al-Aqsa Martyrs Brigade,2004,19,10.5,10.5,0,0,Israel,Ashdod,Port Industrial sea Port,31.79213,34.64966,Ashdod Sea Port,Civilian
Hamas,2004,19,10.5,10.5,0,0,Israel,Ashdod,Port Industrial sea Port,31.79213,34.64966,Ashdod Sea Port,Civilian
Popular Front for the Liberation of Palestine,2004,26.5,4,4,0,0,Israel,Tel Aviv,Market Carmel Market,32.08088,34.78057,Local shoppers,Civilian
Lashkar-e Jhangvi al-Almi,2004,148,19,19,0,0,Pakistan,Karachi,Mosque Mithadar,24.91,67.08,Hyderi Shia Mosque,Civilian
Lashkar-e Jhangvi al-Almi,2004,42,22.5,20,0,0,Pakistan,Karachi,Mosque MA Jinnah Road,24.91,67.08,Imam Bargah Ali Raza Shi'ite Mosque,Civilian
Unknown Group,2004,151,46,28,0,16,Pakistan,Quetta,gunman on balcony attacking busy commercial thoroughfare,30.19,67.01,Shia Ashura procession,Civilian
Lashkar-e Jhangvi al-Almi,2004,13,6,4,0,1,Pakistan,Lahore,Mosque Mochi Gate,31.55,74.34,Shi'ite Mosque- Hussain Hall,Civilian
Unknown Group,2004,60,28.5,28,0,0,Pakistan,Sialkot,Mosque Zainabya Shi'ite Mosque,32.51,74.54,Zainabya Shi'ite Mosque,Civilian
Islambouli Brigades of Al Qaeda,2004,39,7,7,0,0,Pakistan,Fateh Jang,Street next to Ministers Bulletproof car,33.5689,72.6378,Finance Minister of Pakistan Shaukat Aziz (Prime Minister Designate) [survived],Political
Unknown Group,2004,3,0.5,0,0,0,Pakistan,Rawalpindi,Mosque satellite town,33.6,73.07,Yadgar-e-Hussein Shi'ite Mosque,Civilian
Fatah al-Islam,2004,2,0,0,0,0,Palestine,Rafah,Rafah terminal in southern Gaza Strip,31.287,34.25,Convoy of Israeli Defense Forces (IDF) Vehicles,Security
Popular Resistance Committees,2004,2,0,0,0,0,Palestine,Rafah,Rafah terminal in southern Gaza Strip,31.287,34.25,Convoy of Israeli Defense Forces (IDF) Vehicles,Security
Palestinian Islamic Jihad,2004,2,0,0,0,0,Palestine,Rafah,Rafah terminal in southern Gaza Strip,31.287,34.25,Convoy of Israeli Defense Forces (IDF) Vehicles,Security
Palestinian Islamic Jihad,2004,0,0,0,0,0,Palestine,Kefar Darom (S),South of the Settlement Center,31.4,34.36,Israeli Military Jeep,Security
Hamas,2004,4,0,0,0,0,Palestine,Kefar Darom (S),Orkhan Outpost,31.4,34.36,Israeli Defense Forces (IDF) soldiers,Security
Hamas,2004,12,4,1,0,3,Palestine,Gaza City,Erez industrial zone,31.5,34.47,Erez Border Crossing,Security
Hamas,2004,0,0,0,0,0,Palestine,Jabaliya,near a building containing Israeli Defense Forces,31.5272,34.48347,Israeli Defense Forces (IDF),Security
Hamas,2004,3.5,0,0,0,0,Palestine,Erez Crossing,Erez Border Crossing,31.56,34.53,Industrial Park,Security
Al-Aqsa Martyrs Brigade,2004,3.5,0,0,0,0,Palestine,Erez Crossing,Erez Border Crossing,31.56,34.53,Industrial Park,Security
Palestinian Islamic Jihad,2004,0,0,0,0,0,Palestine,Jinsafut,Junction of Jinsafut Village,32.178611,35.129444,Israeli Troops after being discovered,Security
Al-Aqsa Martyrs Brigade,2004,3,0,0,0,0,Palestine,Qaqilyah,South of Qalqilya,32.18966,34.97063,Israeli Defense Forces (IDF) military patrol,Security
Al-Aqsa Martyrs Brigade,2004,13.5,1.5,0,0,0,Palestine,Qalandiya,Israeli Defense Forces (IDF) Checkpoint,32.18966,34.97063,Israeli Defense Forces (IDF),Security
Popular Front for the Liberation of Palestine,2004,4.5,0,0,0,0,Palestine,Beka'ot (S),Bekaaot Settlement Check Point Northern Jordan Valley,32.243333,35.453333,Israeli Defense Forces (IDF) Roadblock,Security
Unknown Group,2004,6.5,0,0,0,0,Russia,Magas,Highway,43.22,44.7726,President Murat Zyazikov's Motorcade,Political
Unknown Group,2004,0,0,0,0,0,Russia,Grozny,Street outside Polling Station,43.32,45.68,Polling Station,Political
Unknown Group,2004,3.5,1,0,0,1,Russia,Grozny,Caf_ Orion,43.32,45.68,Officers of the Chechen police,Security
Islambouli Brigades of Al Qaeda,2004,51,9,9,0,0,Russia,Moscow,Subway Station Riga Square,55.75,37.582,Rizhskaya Subway Station,Civilian
Gazotan Murdash group,2004,120,41,41,0,0,Russia,Moscow,Subway Between the Avtozavodskaya and Paveletskaya Stations of the Zamoskvoretskaya line,55.75,37.582,Moscow Subway,Civilian
Riyadus Salikhiin,2004,0,43,43,0,0,Russia,Moscow,En route from Moscow to Volgograd,55.75,37.582,Volga-Avia Express Flight 1353,Civilian
Islambouli Brigades of Al Qaeda,2004,0,43,43,0,0,Russia,Moscow,En route from Moscow to Volgograd,55.75,37.582,Volga-Avia Express Flight 1353,Civilian
Riyadus Salikhiin,2004,0,46,46,0,0,Russia,Moscow,En route from Moscow to Sochi,55.75,37.582,Siberian Airlines Flight 1047,Civilian
Islambouli Brigades of Al Qaeda,2004,0,46,46,0,0,Russia,Moscow,En route from Moscow to Sochi,55.75,37.582,Siberian Airlines Flight 1047,Civilian
Al-Haramayn Brigades,2004,144,5.5,1,1,3.5,Saudi Arabia,Riyadh,100 feet from government building at security gates,24.672,46.713,Old Saudi General Security Headquarters building that now houses traffic and emergency services,Political
Unknown Group,2004,86,2,0.5,0,0.5,Saudi Arabia,Riyadh,Ministry Al-Mazaar Area,24.672,46.713,Saudi Interior Ministry Building,Political
Unknown Group,2004,86,2,0.5,0,0.5,Saudi Arabia,Riyadh,Ministry Al-Mazaar Area,24.672,46.713,Saudi Interior Ministry Building,Political
Unknown Group,2004,4,1,0.5,0,0.5,Saudi Arabia,Riyadh,Shortly after attack on Saudi Interior Ministry,24.672,46.713,Special Forces Base in Riyadh,Security
Unknown Group,2004,4,1,0.5,0,0.5,Saudi Arabia,Riyadh,Shortly after attack on Saudi Interior Ministry,24.672,46.713,Special Forces Base in Riyadh,Security
Unknown Group,2004,3,1,0,0,1,Spain,Leganes,Apartment complex,40.328056,-3.764444,Police attempting to apprehend suspects in the Madrid bombings,Security
Unknown Group,2004,10,4.5,0,0,4.5,Sri Lanka,Colombo,Kollupitiya,6.932,79.848,Douglas Devananda (Tamil Affairs Minister) [survived],Security
Al-Qaeda Central,2004,6,2,2,0,0,Turkey,Istanbul,Kartal district,41.017,28.967,Freemason Office,Civilian
Islamic Jihad Union,2004,0,4,3,0,1,Uzbekistan,Tashkent,Market Bazaar Chorsu Bazaar,41.317,69.25,Children's World store,Civilian
Islamic Movement of Uzbekistan,2004,1.5,0,0,0,0,Uzbekistan,Tashkent,Embassy Outside US Embassy,41.317,69.25,US Embassy,Political
Islamic Movement of Uzbekistan,2004,6,1,0,0,1,Uzbekistan,Tashkent,Uzbekistan's Prosecutor General's office,41.317,69.25,Uzbekistan's Prosecutor General's office,Political
Islamic Movement of Uzbekistan,2004,6,3,2,0,1,Uzbekistan,Tashkent,Embassy Near Israeli embassy,41.317,69.25,Israeli Embassy,Political
Islamic Jihad Union,2004,0,3,0,0,3,Uzbekistan,Tashkent,Outside Chorsu Bazaar,41.317,69.25,Uzbek Police checkpoint,Security
Taliban (IEA),2005,0,0,0,0,0,Afghanistan,Lashkar Gah,Governor Executive Office Governors Office,31.59,64.37,Governor Sher Mohammad,Political
Taliban (IEA),2005,4,0,0,0,0,Afghanistan,Kandahar City,between the first and second crossroads in Kandahar city,31.61,65.71,British Embassy Convoy,Political
Unknown Group,2005,0,0,0,0,0,Afghanistan,Kandahar City,Outside of US military base,31.61,65.71,NATO-ISAF (US) military convoy,Security
Unknown Group,2005,0,0,0,0,0,Afghanistan,Kandahar City,Id Gah Darwaza,31.61,65.71,NATO-ISAF military convoy,Security
Unknown Group,2005,4,1,1,0,0,Afghanistan,Kandahar City,NATO-ISAF (Canadian) Patrol,31.61,65.71,NATO-ISAF (Canadian) troops,Security
Unknown Group,2005,2,1,1,0,0,Afghanistan,Kandahar City,main road of this southern city,31.61,65.71,NATO-ISAF (Canadian) military convoy,Security
Taliban (IEA),2005,8,3,2,0,1,Afghanistan,Kandahar City,Private residence,31.61,65.71,Former Militia Commander Agha Shah,Security
Taliban (IEA),2005,4,2.5,2.5,0,0,Afghanistan,Kandahar City,road,31.61,65.71,NATO-ISAF (US) military convoy,Security
Taliban (IEA),2005,4,6,0,0,6,Afghanistan,Kandahar City,Mirwais Mena area,31.61,65.71,NATO-ISAF (US) military convoy,Security
Taliban (IEA),2005,44,18.5,17.5,0,1,Afghanistan,Kandahar City,Mosque in Kandahar City,31.61,65.71,Police Chief of Kabul General Akram Khakraizwall,Security
Taliban (IEA),2005,0,0,0,0,0,Afghanistan,Yakhchal,Yakhchal area,31.79,64.68,NATO-ISAF (US) military convoy,Security
Taliban (IEA),2005,4,0.5,0.5,0,0,Afghanistan,Gereshk,Road to Grishk,31.82,64.54,NATO-ISAF patrol,Security
Unknown Group,2005,0,0,0,0,0,Afghanistan,Herat,Jada-e Behzad area of Herat City,34.35,62.2,Security Commander of Enjil District Khwaja Mohammad Esa [survived],Security
Taliban (IEA),2005,0,0,0,0,0,Afghanistan,Herat,1 Km from ISAF Headquarters in the Herat Airport,34.35,62.2,NATO-ISAF military convoy,Security
Taliban (IEA),2005,2.5,0,0,0,0,Afghanistan,Kabul,Darul Aman Palace,34.53,69.17,NATO-ISAF military convoy,Security
Taliban (IEA),2005,5,1,1,0,0,Afghanistan,Kabul,Kabul-Jalalabad Road 90 minutes after another attack in same area,34.53,69.17,NATO-ISAF (Greek) military convoy,Security
Taliban (IEA),2005,7,1.5,0.5,0,0.5,Afghanistan,Kabul,Kabul-Jalalabad Road,34.53,69.17,NATO-ISAF (German) military convoy,Security
Taliban (IEA),2005,27.5,9,0,0,9,Afghanistan,Kabul,outside Afghan army training center,34.53,69.17,Kabul Military Training Center,Security
Taliban (IEA),2005,22,0,0,0,0,Afghanistan,Sheberghan,Mosque Ghocha Park Mosque,36.67,65.75,Warlord Abdul Rashid Dostum [survived],Political
Unknown Group,2005,0,0,0,0,0,Afghanistan,Mazar-e Sharif,Mosque Garden of mosque,36.71,67.1,Shia Shrine of Hazrat-e-Ali,Civilian
Jamaatul Mujahideen Bangladesh,2005,15.5,2,0,0,2,Bangladesh,Chittagong,checkpoint outside of a court building,22.34,91.81,Bangladeshi Lawyers in court complex,Political
Jamaatul Mujahideen Bangladesh,2005,37,6,6,0,0,Bangladesh,Gazipur,Local bar association,24.06,90.38,Bangladeshi Lawyers in Court Complex,Political
Jamaatul Mujahideen Bangladesh,2005,48,4.5,2.5,2,0,Bangladesh,Netrokona,Boro Pukur Par area near offices of Udichi Shilpi Goshthi cultural organization,24.86,90.68,Crowd gathered to watch police diffuse bomb discovered earlier,Civilian
Jamaatul Mujahideen Bangladesh,2005,37.5,5,2.5,0,2,Bangladesh,Netrokona,Udichi (a cultural organization),24.86,90.68,people in Udichi,Civilian
Unknown Group,2005,30.5,0,0,0,0,China,Fuzhou,Street Big East Street,26.083,119.3,Public Bus (Bus #5),Civilian
Abdullah Azzam Brigades,2005,100,17,17,0,0,Egypt,Sharm el Sheikh,Caf_ Coffee Shop in Old Town,27.915557,34.329886,Workers in Coffee Shop,Civilian
Mujahedi Masr,2005,100,17,17,0,0,Egypt,Sharm el Sheikh,Caf_ Coffee Shop in Old Town,27.915557,34.329886,Workers in Coffee Shop,Civilian
Mujahedi Masr,2005,155,30,30,0,0,Egypt,Sharm el Sheikh,Lobby of Ghazalah Gardens Hotel,27.915557,34.329886,Ghazalah Gardens Hotel,Civilian
Abdullah Azzam Brigades,2005,155,30,30,0,0,Egypt,Sharm el Sheikh,Lobby of Ghazalah Gardens Hotel,27.915557,34.329886,Ghazalah Gardens Hotel,Civilian
Islamic Pride Brigades in the Land of the Nile,2005,18,2.5,2.5,0,0,Egypt,Cairo,Market Bazaar al-Moski bazaar,30.05,31.25,Tourists,Civilian
Lashkar-e Taiba,2005,0,0,0,0,0,India,Awantipora,Srinagar-Jammu national highway,33.92,75.02,Indian Army military convoy,Security
Jaish-e-Muhammad,2005,0,0,0,0,0,India,Awantipora,Srinagar-Jammu national highway,33.92,75.02,Indian Army military convoy,Security
Hizbul Mujahedin,2005,17.5,5,0,0,5,India,Srinagar,Near Burn Hall School Outside the Sher-e-Kashmir Cricket Stadium,34.083,74.817,Army Jeep,Security
Jaish-e-Muhammad,2005,14,4.5,2.5,0,2,India,Srinagar,Near residence of Chief Minister Mufti Muhammad Sayeed Nowgam suburb,34.083,74.817,Indian Police Roadblock,Security
Jemaah Islamiya,2005,60,14,14,0,0,Indonesia,Jimbaran,Hotel and restaurant complex,-8.78832,115.161854,Western tourists at Four Seasons Hotel,Civilian
Jemaah Islamiya,2005,41,6,6,0,0,Indonesia,Kuta,Kuta Square Shopping district,-8.7286,115.180393,Western tourists at Raja Bar and Restaurant,Civilian
Unknown Group,2005,2,0,0,0,0,Iraq,Abu al Khasib,Mosque Abu-al-Khasib a town near Basra in Southern Iraq,30.3504225,48.0462598,Shia mosque,Civilian
Unknown Group,2005,15,10,10,0,0,Iraq,Basrah,Restaurant Hayaniyah district Market,30.53,47.79,Falafel Restaurant,Civilian
Al-Qaeda in Iraq,2005,0,0,0,0,0,Iraq,Basrah,Central Agency Local Office Election Office,30.53,47.79,Office of Independent Election Commission Of Iraq,Political
Al-Qaeda in Iraq,2005,7,1.5,1,0,0.5,Iraq,Basrah,Outside UK Base,30.53,47.79,UK military convoy,Security
Unknown Group,2005,42,2.5,2.5,0,0,Iraq,Hillah,Market NA,32.48,44.43,Vegetable Market,Civilian
Unknown Group,2005,5.5,6,3,0,3,Iraq,Hillah,Al-Askari district of Al-Musayyab area,32.48,44.43,Iraqi Shia pilgrims,Civilian
Unknown Group,2005,40,10.5,10.5,0,0,Iraq,Hillah,Market fruit and vegetable market,32.48,44.43,Al-Ammar Vegetable Market,Civilian
Partisans of the Sunni,2005,18.5,9,9,0,0,Iraq,Hillah,Market,32.48,44.43,Crowded market in Hilla south of Baghdad. The car exploded outside a soft-drink stand,Civilian
Unknown Group,2005,14,4.5,4.5,0,0,Iraq,Hillah,Streets in Hillah,32.48,44.43,Bus transporting voters to election,Political
Unknown Group,2005,7.5,0,0,0,0,Iraq,Hillah,Near Iraqi Polling Center,32.48,44.43,Polish Military Checkpoint,Security
Unknown Group,2005,4.5,4,0,0,4,Iraq,Hillah,Market,32.48,44.43,Iraqi Police patrol,Security
Al-Qaeda in Iraq,2005,34.5,15,0,0,15,Iraq,Hillah,Outside Babil Sports Club near Iraqi police graduation ceremony,32.48,44.43,Iraqi Police patrol,Security
Unknown Group,2005,87,25,25,0,0,Iraq,Hillah,Funeral service for victim of previous suicide attack friends with Iraqi police,32.48,44.43,Iraqi Policemen,Security
Al-Qaeda in Iraq,2005,170,124,0,0,124,Iraq,Hillah,Medical clinic near Mayor's office and outdoor market,32.48,44.43,Iraqi Police and Army Recruits,Security
Al-Qaeda in Iraq,2005,84,28.5,28.5,0,0,Iraq,Hillah,Babil Governor's Office,32.48,44.43,Demonstrators (former commando policemen) from the Interior Ministry Commando Forces,Security
Unknown Group,2005,31,7,0,0,7,Iraq,Hillah,Iraqi Police recruiting center,32.48,44.43,Iraqi Police recruits,Security
Unknown Group,2005,4,1.5,1.5,0,0,Iraq,Mahawil,Market city market,32.65,44.4,Market,Civilian
Al-Qaeda in Iraq,2005,6,4,0,0,4,Iraq,Mahawil,Marketplace,32.65,44.4,Iraqi Police patrol,Security
Ansar al-Sunna,2005,19,4,4,0,0,Iraq,Mahawil,Petrol Station Near Iraqi Military and Police Checkpoint,32.65,44.4,Iraqi Army checkpoint,Security
Unknown Group,2005,19,6,6,0,0,Iraq,Musayyib,Shrine motorcycle in a civilian crowd,32.77,44.29,Iraqi Shia shrine,Civilian
Unknown Group,2005,53.5,21.5,21.5,0,0,Iraq,Musayyib,Market Near Shia Mosque,32.77,44.29,Iraqi market frequented by Iraqi Shia civilians,Civilian
Unknown Group,2005,113,95,95,0,0,Iraq,Musayyib,Market Near Shia Mosque,32.77,44.29,Market frequented by Iraqi Shia civilians,Civilian
Unknown Group,2005,20,17.5,14.5,0,3,Iraq,Musayyib,Near Musayyib General Hospital,32.77,44.29,Local government offices,Political
Unknown Group,2005,15,2,1,0,1,Iraq,Musayyib,Near a hospital,32.77,44.29,Iraqi Police checkpoint,Security
Unknown Group,2005,3.5,1,1,0,0,Iraq,Iskandariyah,Iraqi Police checkpoint,32.87,44.34,Iraqi Police,Security
Unknown Group,2005,2,1,0,0,1,Iraq,Iskandariyah,Near town entrance,32.87,44.34,Iraqi Police checkpoint,Security
Unknown Group,2005,4,4,2,0,2,Iraq,Iskandariyah,In front of local headquarters of Shiite Supreme Council for the Islamic Revolution in Iraq,32.87,44.34,Police convoy carrying police chief Col. Salman Ali,Security
Unknown Group,2005,3.5,1,1,0,0,Iraq,Haswah (Babil),Checkpoint north of Babil Governorate south of Baghdad.,32.878541,44.387444,Iraqi Army checkpoint,Security
Unknown Group,2005,46,25,25,0,0,Iraq,Suwayrah (Wassit),Market Center of Suwayrah,32.92,44.77,Mokhadar vegetable market,Civilian
Unknown Group,2005,2,2,0,0,2,Iraq,Latifiyah,Iraqi Army checkpoint between Mahmudiyah and Latifiyah,32.963756,44.355142,Iraqi Army checkpoint,Security
Unknown Group,2005,10,2,1,0,1,Iraq,Latifiyah,main road between Baghdad and the governorates of Al-Furat al-Awsat,32.963756,44.355142,Iraqi Army checkpoint,Security
Unknown Group,2005,30,10,9.5,0,0,Iraq,Al-Mahmudiya,Mosque N/A,33.055,44.352,Iraqi Shia mosque,Civilian
Unknown Group,2005,10.5,5.5,0,0,5.5,Iraq,Mahmudiyah,Iraqi Army checkpoint,33.056858,44.363841,Iraqi Army checkpoint,Security
Unknown Group,2005,29,32,27,0,2,Iraq,Mahmudiyah,Outside Mahmoudiya General Hospital,33.056858,44.363841,US Troops,Security
Unknown Group,2005,29,7,7,0,0,Iraq,Yusufiyah,Qasi al-Awsat,33.07308,44.24553,Iraqi Shia wedding,Civilian
Unknown Group,2005,2,4,1,0,1,Iraq,Yusufiyah,Main road south of Baghdad,33.07308,44.24553,US military convoy,Security
Unknown Group,2005,20,4.5,0,0,4.5,Iraq,Yusufiyah,upscale shopping district of Baghdad,33.07308,44.24553,Iraqi Army checkpoint,Security
Unknown Group,2005,0,1,0,0,1,Iraq,Amiriyat Fallujah,Unknown,33.17,43.86,US Marines,Security
Al-Qaeda in Iraq,2005,2.5,0,0,0,0,Iraq,Abu Ghurayb,Close to Abu Ghraib Prison,33.297926,44.081472,US-run Abu Ghraib Prison,Security
Unknown Group,2005,11.5,1,0,0,1,Iraq,Abu Ghurayb,US military checkpoint,33.297926,44.081472,US military checkpoint,Security
Al-Qaeda in Iraq,2005,38,0,0,0,0,Iraq,Abu Ghurayb,Abu Ghraib prison outside Baghdad,33.297926,44.081472,US-run Abu Ghraib Prison,Security
Al-Qaeda in Iraq,2005,0,0,0,0,0,Iraq,Baghdad,TV Station Jama Square,33.34,44.4,Television station headquarters,Civilian
Unknown Group,2005,32.5,3.5,3.5,0,0,Iraq,Baghdad,Mosque Near the Nida Mosque in Dhubat Neighborhood in Baghdad,33.34,44.4,Iraqi Shia procession,Civilian
Unknown Group,2005,37.5,3.5,3.5,0,0,Iraq,Baghdad,Funeral for Shia family,33.34,44.4,Iraqi Shia civilians,Civilian
Unknown Group,2005,12.5,3.5,3.5,0,0,Iraq,Baghdad,Square Al Tayaran Square,33.34,44.4,Bus transporting Iraqi civilians,Civilian
Al-Qaeda in Iraq,2005,4,6,6,0,0,Iraq,Baghdad,High School Christian neighborhood of Withaq Square in the Alwiya district,33.34,44.4,Junior High School,Civilian
Unknown Group,2005,15.5,6,0,0,5,Iraq,Baghdad,Hotel al-Firdous Square Central Baghdad,33.34,44.4,Al Sadeer Hotel,Civilian
Unknown Group,2005,20,8,8,0,0,Iraq,Baghdad,Bus Terminal Shula neighborhood around same time as attack on Police Patrol in Karradah,33.34,44.4,Iraqi Bus Terminal,Civilian
